Date, Time, Server Name, Alarm Key, Alarm Name, Launched by, Alarm Status, Alarm Group, General Text Message, Display Message 1, Display Message 2, Alarm Reference, Executed Time, Name, Phone Number, Phone Type, Call Status
03.03.2022, 12:09:49, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A1F3
03.03.2022, 12:09:48, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A1F4
03.03.2022, 12:09:45, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A1F1
03.03.2022, 12:09:44, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A1EF
03.03.2022, 12:09:44, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A1F0
03.03.2022, 12:08:31, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A1AB
03.03.2022, 12:08:31, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A1AA
03.03.2022, 12:07:09, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A159
03.03.2022, 12:07:08, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A158
03.03.2022, 12:07:07, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A157
03.03.2022, 12:06:44, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A13E
03.03.2022, 12:06:43, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A13F
03.03.2022, 12:06:39, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A13B
03.03.2022, 12:06:29, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A12F
03.03.2022, 12:06:27, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A12D
03.03.2022, 12:06:25, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A12A
03.03.2022, 12:06:23, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A12B
03.03.2022, 12:06:14, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A122
03.03.2022, 12:06:01, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A114
03.03.2022, 12:06:01, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A115
03.03.2022, 12:05:57, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A111
03.03.2022, 12:05:48, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A108
03.03.2022, 12:05:45, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A105
03.03.2022, 12:05:41, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A100
03.03.2022, 12:05:41, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A101
03.03.2022, 12:05:22, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A0ED
03.03.2022, 12:05:22, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A0EE
03.03.2022, 12:04:23, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A0B3
03.03.2022, 12:04:22, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A0B0
03.03.2022, 12:04:20, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A0AE
03.03.2022, 12:04:19, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A0AF
03.03.2022, 12:04:07, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A0A1
03.03.2022, 12:04:07, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A0A0
03.03.2022, 12:04:04, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A09B
03.03.2022, 12:04:03, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A09C
03.03.2022, 12:03:47, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6220A088
03.03.2022, 12:03:45, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6220A086
03.03.2022, 12:03:41, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6220A083
03.03.2022, 12:03:39, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6220A080
03.03.2022, 12:03:38, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A081
03.03.2022, 12:03:37, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A07F
03.03.2022, 12:03:33, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A07C
03.03.2022, 12:03:32, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A07D
03.03.2022, 12:03:21, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A074
03.03.2022, 12:03:21, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A075
03.03.2022, 12:02:49, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A055
03.03.2022, 12:02:48, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A050
03.03.2022, 12:02:45, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A04F
03.03.2022, 12:02:44, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A04B
03.03.2022, 12:02:41, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220A04A
03.03.2022, 12:00:03, MC-HOVSETER, 5098, Detektor 1H4 Avstilling, Alarm_on_success_5023, Done, 61 Avstilling 1H, 4O1;;;;;Sensor;;;6, 4O1;;;;;Sensor;;, 4O1;;;;;Sensor;;, 62209FB1
03.03.2022, 11:59:26, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F86
03.03.2022, 11:59:21, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62209F7E
03.03.2022, 11:59:21, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F7F
03.03.2022, 11:59:17, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F7C
03.03.2022, 11:59:17, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62209F7B
03.03.2022, 11:59:13, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62209F76
03.03.2022, 11:59:12, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F77
03.03.2022, 11:59:07, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F73
03.03.2022, 11:59:05, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F71
03.03.2022, 11:59:01, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F6E
03.03.2022, 11:58:59, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F6F
03.03.2022, 11:58:51, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F67
03.03.2022, 11:58:49, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F64
03.03.2022, 11:58:43, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F5E
03.03.2022, 11:58:43, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F5F
03.03.2022, 11:58:32, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F54
03.03.2022, 11:58:32, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F52
03.03.2022, 11:58:31, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F53
03.03.2022, 11:58:24, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F4C
03.03.2022, 11:58:24, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F4B
03.03.2022, 11:58:07, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F3B
03.03.2022, 11:57:57, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F31
03.03.2022, 11:57:55, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F2C
03.03.2022, 11:57:49, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F27
03.03.2022, 11:57:49, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F24
03.03.2022, 11:57:45, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F25
03.03.2022, 11:57:40, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F20
03.03.2022, 11:57:35, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F1B
03.03.2022, 11:57:28, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209F14
03.03.2022, 11:44:55, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209C24
03.03.2022, 11:44:21, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209C02
03.03.2022, 11:44:18, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209BFE
03.03.2022, 11:44:14, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209BFA
03.03.2022, 11:12:41, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209495
03.03.2022, 11:12:38, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209492
03.03.2022, 11:12:36, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220948C
03.03.2022, 11:12:33, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220948A
03.03.2022, 11:12:33, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220948D
03.03.2022, 11:12:30, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209489
03.03.2022, 11:12:25, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209485
03.03.2022, 11:11:30, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220944D
03.03.2022, 11:11:29, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220944C
03.03.2022, 11:11:24, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209448
03.03.2022, 11:11:21, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209445
03.03.2022, 11:11:08, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209438
03.03.2022, 11:11:00, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220942C
03.03.2022, 11:10:54, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62209423
03.03.2022, 11:10:48, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209420
03.03.2022, 11:10:48, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220941F
03.03.2022, 11:10:47, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6220941A
03.03.2022, 11:10:44, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220941B
03.03.2022, 11:10:44, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220941C
03.03.2022, 11:10:40, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209418
03.03.2022, 11:10:32, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209414
03.03.2022, 11:10:31, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209410
03.03.2022, 11:10:28, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220940C
03.03.2022, 11:10:27, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220940D
03.03.2022, 11:10:24, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209409
03.03.2022, 11:10:17, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209403
03.03.2022, 11:10:16, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209404
03.03.2022, 11:06:41, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220932C
03.03.2022, 11:06:41, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220932D
03.03.2022, 11:06:24, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6220931B
03.03.2022, 11:06:23, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209317
03.03.2022, 11:06:19, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209316
03.03.2022, 11:06:18, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62209312
